sesion_id,equipo,equipo_id,sintoma,antiguedad_anios,temp_ambiente,falla_diagnosticada_id,falla_correcta_id,fue_correcto,probabilidad,nivel_usuario,fecha
785,Congelador,2,hielo_bordes,9,37.6,10,10,1,74,tecnico,2024-08-09 16:00:00
786,Congelador,2,comp_no,4,31.3,4,8,0,80,normal,2024-07-19 14:00:00
787,Aire Acondicionado,3,codigo_error,11,23.0,12,4,0,81,normal,2024-12-10 07:00:00
788,Refrigerador,1,escarcha_mucha_ventilador_si,6,28.2,5,5,1,88,normal,2024-06-28 10:00:00
789,Congelador,2,comp_no,3,30.7,4,3,0,80,tecnico,2024-11-22 08:00:00
790,Refrigerador,1,escarcha_mucha_ventilador_no,12,29.3,6,6,1,73,normal,2024-11-27 16:00:00
791,Aire Acondicionado,3,filtros_limpios_presion_normal,9,28.9,3,18,0,88,normal,2024-05-21 19:00:00
792,Enfriador Comercial,4,puertas_mal,14,33.5,10,10,1,95,normal,2024-03-23 19:00:00
793,Refrigerador,1,compresor_no_clic_si,11,26.3,4,4,1,90,tecnico,2024-05-15 09:00:00
794,Enfriador Comercial,4,comp_func_cond_limpio,7,31.4,1,16,0,87,normal,2024-09-08 08:00:00
795,Aire Acondicionado,3,ruido_exterior,11,30.1,3,18,0,89,normal,2024-01-18 08:00:00
796,Refrigerador,1,ruido_burbujeo,10,34.6,1,2,0,73,tecnico,2024-03-17 17:00:00
797,Refrigerador,1,escarcha_mucha_ventilador_si,9,28.4,5,18,0,88,normal,2024-12-28 19:00:00
798,Enfriador Comercial,4,cristales_resist_si,6,35.2,16,16,1,85,tecnico,2024-02-05 15:00:00
799,Aire Acondicionado,3,filtros_limpios_presion_baja,5,26.4,1,1,1,77,normal,2024-07-02 12:00:00
800,Congelador,2,hielo_evaporador,1,22.5,11,1,0,74,normal,2024-06-23 08:00:00
801,Enfriador Comercial,4,comp_no_ec,9,29.5,3,3,1,90,normal,2024-12-22 13:00:00
802,Refrigerador,1,hielo_puerta_mala,9,30.0,10,10,1,77,tecnico,2024-08-12 18:00:00
803,Aire Acondicionado,3,filtros_sucios,0,42.2,13,13,1,97,normal,2024-10-03 17:00:00
804,Congelador,2,hielo_evaporador,7,31.1,11,8,0,74,tecnico,2024-01-09 07:00:00
805,Congelador,2,comp_func_temp_0_10,5,28.3,1,1,1,76,normal,2024-09-24 14:00:00
806,Cuarto Frio,5,trabaja_sin_parar_filt_no,10,25.0,1,1,1,93,normal,2025-01-11 09:00:00
807,Enfriador Comercial,4,puertas_mal,0,33.6,10,10,1,95,normal,2024-01-08 09:00:00
808,Refrigerador,1,compresor_no_clic_si,12,25.9,4,4,1,90,normal,2024-10-29 08:00:00
809,Refrigerador,1,escarcha_mucha_ventilador_no,7,29.9,6,10,0,73,normal,2025-01-12 17:00:00
810,Enfriador Comercial,4,comp_no_ec,2,26.3,3,3,1,90,normal,2024-06-13 20:00:00
811,Aire Acondicionado,3,filtros_limpios_presion_baja,8,28.0,1,1,1,77,normal,2024-12-22 12:00:00
812,Cuarto Frio,5,trabaja_sin_parar_filt_no,6,30.7,1,1,1,93,normal,2024-02-21 19:00:00
813,Cuarto Frio,5,cicla_hielo_no,11,33.6,1,8,0,94,normal,2024-02-15 18:00:00
814,Cuarto Frio,5,cicla_hielo_si,6,29.5,11,11,1,87,tecnico,2024-12-20 09:00:00
815,Aire Acondicionado,3,filtros_sucios,9,24.9,13,13,1,97,normal,2024-01-20 16:00:00
816,Aire Acondicionado,3,ruido_interior,8,28.4,18,18,1,92,tecnico,2024-06-03 12:00:00
817,Enfriador Comercial,4,comp_func_cond_limpio,7,33.2,1,1,1,87,tecnico,2024-10-03 15:00:00
818,Aire Acondicionado,3,ruido_interior,11,40.0,18,18,1,92,normal,2024-04-09 08:00:00
819,Aire Acondicionado,3,ruido_interior,7,33.9,18,18,1,92,normal,2024-04-17 13:00:00
820,Congelador,2,comp_no,8,36.6,4,10,0,80,normal,2025-01-14 07:00:00
821,Cuarto Frio,5,trabaja_sin_parar_filt_no,2,33.7,1,1,1,93,normal,2024-08-15 16:00:00
822,Cuarto Frio,5,cicla_hielo_si,6,29.9,11,11,1,87,tecnico,2024-04-27 19:00:00
823,Refrigerador,1,compresor_no_voltaje_si,4,29.3,3,3,1,89,tecnico,2024-02-07 14:00:00
824,Cuarto Frio,5,cicla_hielo_no,1,33.1,1,8,0,94,normal,2024-11-08 14:00:00
825,Aire Acondicionado,3,gotea_nueva,5,26.5,9,9,1,72,normal,2024-06-20 09:00:00
826,Refrigerador,1,hielo_puerta_bien,8,29.7,11,11,1,85,normal,2024-08-26 14:00:00
827,Enfriador Comercial,4,comp_func_cond_sucio,10,29.6,8,8,1,92,tecnico,2024-11-09 09:00:00
828,Cuarto Frio,5,consumo_alto_cf,12,32.3,8,8,1,86,tecnico,2024-09-07 20:00:00
829,Aire Acondicionado,3,codigo_error,6,28.3,12,12,1,81,tecnico,2024-05-06 12:00:00
830,Enfriador Comercial,4,cristales_resist_no,3,29.2,16,16,1,96,tecnico,2024-10-20 07:00:00
831,Enfriador Comercial,4,comp_func_cond_limpio,0,22.3,1,1,1,87,normal,2024-09-02 19:00:00
832,Refrigerador,1,ruido_vibracion,7,30.3,3,3,1,74,tecnico,2024-12-20 18:00:00
833,Enfriador Comercial,4,comp_func_cond_sucio,2,27.4,8,8,1,92,normal,2024-06-05 09:00:00
834,Enfriador Comercial,4,cristales_resist_no,10,34.5,16,16,1,96,normal,2025-01-30 09:00:00
835,Enfriador Comercial,4,comp_func_cond_sucio,11,25.9,8,8,1,92,tecnico,2024-02-06 13:00:00
836,Congelador,2,hielo_bordes,0,32.2,10,10,1,74,normal,2024-11-09 15:00:00
837,Cuarto Frio,5,trabaja_sin_parar_filt_no,11,36.2,1,1,1,93,normal,2024-12-11 12:00:00
838,Refrigerador,1,escarcha_mucha_ventilador_no,5,33.0,6,6,1,73,normal,2024-07-06 09:00:00
839,Cuarto Frio,5,alarmas,1,28.3,15,8,0,90,normal,2024-11-28 14:00:00
840,Cuarto Frio,5,alarmas,3,26.4,15,15,1,90,normal,2024-06-29 11:00:00
841,Cuarto Frio,5,alarmas,6,32.6,15,15,1,90,normal,2024-03-03 14:00:00
842,Cuarto Frio,5,alarmas,12,30.3,15,15,1,90,normal,2024-07-07 19:00:00
843,Refrigerador,1,escarcha_poca_burbujeo_no,13,27.4,2,2,1,78,tecnico,2024-02-25 09:00:00
844,Congelador,2,comp_func_temp_0_10,9,29.4,1,1,1,76,tecnico,2024-09-23 17:00:00
845,Refrigerador,1,compresor_no_clic_si,6,25.2,4,4,1,90,normal,2025-01-12 17:00:00
846,Refrigerador,1,compresor_no_clic_si,3,20.6,4,4,1,90,tecnico,2024-09-23 17:00:00
847,Congelador,2,hielo_evaporador,8,25.1,11,11,1,74,normal,2024-09-28 20:00:00
848,Cuarto Frio,5,cicla_hielo_no,6,23.2,1,1,1,94,tecnico,2024-06-05 09:00:00
849,Congelador,2,comp_func_temp_mayor_0,7,35.7,3,3,1,96,normal,2024-08-21 09:00:00
850,Cuarto Frio,5,trabaja_sin_parar_filt_no,10,27.7,1,1,1,93,tecnico,2024-12-28 18:00:00
851,Aire Acondicionado,3,filtros_sucios,4,32.4,13,13,1,97,normal,2024-04-04 10:00:00
852,Cuarto Frio,5,alarmas,0,29.9,15,15,1,90,normal,2024-07-09 14:00:00
853,Cuarto Frio,5,trabaja_sin_parar_filt_no,7,29.6,1,11,0,93,tecnico,2024-06-12 09:00:00
854,Refrigerador,1,hielo_puerta_bien,7,29.6,11,11,1,85,normal,2024-05-31 14:00:00
855,Congelador,2,hielo_bordes,9,31.0,10,4,0,74,normal,2025-01-09 14:00:00
856,Refrigerador,1,escarcha_poca_burbujeo_si,9,22.9,1,1,1,79,normal,2024-11-12 20:00:00
857,Aire Acondicionado,3,ruido_interior,5,26.5,18,18,1,92,normal,2025-02-04 19:00:00
858,Congelador,2,comp_func_temp_mayor_0,0,33.9,3,3,1,96,normal,2024-12-09 08:00:00
859,Cuarto Frio,5,cicla_hielo_no,3,26.7,1,14,0,94,normal,2025-01-01 20:00:00
860,Enfriador Comercial,4,comp_no_ec,5,34.0,3,3,1,90,normal,2024-06-06 14:00:00
861,Cuarto Frio,5,trabaja_sin_parar_filt_si,3,34.0,14,14,1,86,normal,2024-03-24 19:00:00
862,Enfriador Comercial,4,puertas_mal,13,24.7,10,10,1,95,normal,2024-02-14 09:00:00
863,Aire Acondicionado,3,exterior_no_control_no,6,36.9,12,12,1,87,tecnico,2025-01-22 13:00:00
864,Refrigerador,1,escarcha_mucha_ventilador_si,6,20.3,5,10,0,88,normal,2024-08-24 18:00:00
865,Cuarto Frio,5,trabaja_sin_parar_filt_no,3,30.6,1,1,1,93,tecnico,2024-06-03 20:00:00
866,Cuarto Frio,5,cicla_hielo_si,7,26.1,11,11,1,87,normal,2024-01-02 09:00:00
867,Congelador,2,comp_no,16,31.3,4,4,1,80,tecnico,2024-08-01 09:00:00
868,Enfriador Comercial,4,puertas_mal,9,25.1,10,10,1,95,tecnico,2024-09-09 08:00:00
869,Cuarto Frio,5,alarmas,5,24.8,15,15,1,90,normal,2024-12-21 20:00:00
870,Refrigerador,1,compresor_no_voltaje_si,7,29.5,3,3,1,89,tecnico,2024-03-24 16:00:00
871,Refrigerador,1,escarcha_poca_burbujeo_si,5,30.6,1,1,1,79,normal,2024-08-02 17:00:00
872,Congelador,2,comp_func_temp_0_10,4,27.5,1,1,1,76,tecnico,2024-09-20 10:00:00
873,Aire Acondicionado,3,filtros_limpios_presion_normal,8,30.8,3,3,1,88,tecnico,2024-06-03 11:00:00
874,Congelador,2,comp_func_temp_0_10,7,32.1,1,1,1,76,normal,2024-03-11 15:00:00
875,Congelador,2,comp_no,11,21.3,4,4,1,80,normal,2024-09-14 10:00:00
876,Aire Acondicionado,3,ruido_exterior,8,33.7,3,3,1,89,normal,2024-09-29 18:00:00
877,Cuarto Frio,5,alarmas,10,32.4,15,15,1,90,tecnico,2024-01-09 14:00:00
878,Congelador,2,comp_no,9,31.9,4,4,1,80,normal,2024-11-01 15:00:00
879,Congelador,2,comp_func_temp_mayor_0,10,36.2,3,3,1,96,tecnico,2024-03-13 18:00:00
880,Aire Acondicionado,3,exterior_no_control_no,2,30.3,12,12,1,87,normal,2024-12-19 19:00:00
881,Refrigerador,1,escarcha_mucha_ventilador_no,0,24.8,6,6,1,73,normal,2024-12-03 15:00:00
882,Cuarto Frio,5,trabaja_sin_parar_filt_si,6,29.4,14,1,0,86,normal,2024-12-07 07:00:00
883,Refrigerador,1,gotea,2,24.7,9,9,1,89,normal,2024-01-15 08:00:00
884,Aire Acondicionado,3,exterior_no_control_no,15,25.8,12,12,1,87,normal,2024-09-13 19:00:00
885,Cuarto Frio,5,trabaja_sin_parar_filt_no,7,35.7,1,1,1,93,normal,2025-01-01 10:00:00
886,Congelador,2,comp_func_temp_mayor_0,14,32.1,3,3,1,96,tecnico,2024-02-20 10:00:00
887,Cuarto Frio,5,alarmas,6,28.2,15,15,1,90,normal,2024-06-30 13:00:00
888,Enfriador Comercial,4,comp_func_cond_sucio,7,26.6,8,8,1,92,tecnico,2024-06-09 08:00:00
889,Enfriador Comercial,4,comp_func_cond_limpio,7,25.2,1,1,1,87,tecnico,2024-02-12 12:00:00
890,Enfriador Comercial,4,comp_func_cond_limpio,5,29.1,1,1,1,87,tecnico,2024-12-17 20:00:00
891,Enfriador Comercial,4,comp_func_cond_sucio,7,27.0,8,8,1,92,normal,2024-08-31 17:00:00
892,Congelador,2,comp_func_temp_mayor_0,0,36.6,3,3,1,96,normal,2024-07-21 14:00:00
893,Cuarto Frio,5,alarmas,9,31.9,15,15,1,90,tecnico,2025-01-14 09:00:00
894,Refrigerador,1,compresor_no_voltaje_si,17,31.7,3,3,1,89,normal,2024-07-25 08:00:00
895,Aire Acondicionado,3,gotea_nueva,10,27.9,9,9,1,72,normal,2024-11-25 13:00:00
896,Congelador,2,hielo_evaporador,9,35.2,11,8,0,74,normal,2024-03-16 19:00:00
897,Enfriador Comercial,4,comp_func_cond_limpio,2,26.1,1,3,0,87,normal,2024-01-28 20:00:00
898,Refrigerador,1,ruido_vibracion,9,29.2,3,10,0,74,normal,2024-06-16 09:00:00
899,Congelador,2,hielo_bordes,8,29.4,10,10,1,74,normal,2024-08-26 10:00:00
900,Congelador,2,consumo_alto,7,23.1,8,8,1,93,normal,2024-10-03 15:00:00
901,Refrigerador,1,gotea,0,21.0,9,9,1,89,normal,2024-07-11 14:00:00
902,Enfriador Comercial,4,comp_func_cond_limpio,0,32.8,1,1,1,87,tecnico,2024-06-04 18:00:00
903,Aire Acondicionado,3,ruido_interior,6,27.5,18,18,1,92,normal,2024-09-08 17:00:00
904,Cuarto Frio,5,alarmas,7,32.7,15,15,1,90,normal,2024-03-21 15:00:00
905,Refrigerador,1,compresor_no_voltaje_no,4,25.7,17,17,1,94,tecnico,2024-05-25 12:00:00
906,Refrigerador,1,escarcha_mucha_ventilador_si,8,26.9,5,5,1,88,normal,2025-01-14 16:00:00
907,Refrigerador,1,gotea,13,28.0,9,9,1,89,normal,2024-06-28 07:00:00
908,Aire Acondicionado,3,exterior_no_control_si,4,30.5,4,4,1,78,normal,2024-12-18 08:00:00
909,Congelador,2,comp_func_temp_0_10,5,32.5,1,1,1,76,tecnico,2024-10-17 15:00:00
910,Enfriador Comercial,4,comp_no_ec,0,29.4,3,3,1,90,normal,2024-06-11 13:00:00
911,Cuarto Frio,5,cicla_hielo_no,5,32.8,1,1,1,94,normal,2024-09-11 15:00:00
912,Congelador,2,comp_func_temp_mayor_0,8,31.7,3,3,1,96,normal,2024-09-11 17:00:00
913,Refrigerador,1,ruido_zumbido,3,28.7,18,18,1,83,tecnico,2024-11-15 18:00:00
914,Refrigerador,1,hielo_puerta_bien,12,32.3,11,11,1,85,normal,2024-02-04 16:00:00
915,Cuarto Frio,5,cicla_hielo_no,6,28.1,1,1,1,94,normal,2024-06-02 13:00:00
916,Cuarto Frio,5,cicla_hielo_si,3,30.3,11,11,1,87,normal,2024-08-20 17:00:00
917,Cuarto Frio,5,trabaja_sin_parar_filt_no,13,25.7,1,3,0,93,normal,2024-12-04 20:00:00
918,Enfriador Comercial,4,comp_no_ec,15,25.5,3,3,1,90,normal,2025-01-28 13:00:00
919,Cuarto Frio,5,alarmas,8,25.2,15,15,1,90,normal,2024-12-16 19:00:00
920,Congelador,2,hielo_evaporador,6,28.5,11,1,0,74,normal,2024-07-30 11:00:00
921,Congelador,2,consumo_alto,3,27.9,8,8,1,93,normal,2024-01-15 10:00:00
922,Congelador,2,hielo_evaporador,7,26.3,11,8,0,74,normal,2024-01-19 10:00:00
923,Aire Acondicionado,3,exterior_no_control_no,2,28.6,12,12,1,87,normal,2024-01-22 18:00:00
924,Enfriador Comercial,4,comp_func_cond_limpio,1,36.2,1,1,1,87,normal,2024-02-02 13:00:00
925,Congelador,2,consumo_alto,9,37.1,8,8,1,93,normal,2024-02-27 16:00:00
926,Cuarto Frio,5,trabaja_sin_parar_filt_si,7,34.1,14,14,1,86,tecnico,2024-09-25 11:00:00
927,Enfriador Comercial,4,comp_func_cond_limpio,4,34.2,1,8,0,87,normal,2024-07-18 19:00:00
928,Aire Acondicionado,3,gotea_nueva,3,34.0,9,9,1,72,normal,2024-05-20 14:00:00
929,Enfriador Comercial,4,comp_no_ec,12,33.6,3,3,1,90,normal,2024-10-06 13:00:00
930,Enfriador Comercial,4,puertas_mal,4,30.7,10,10,1,95,tecnico,2024-03-15 12:00:00
931,Enfriador Comercial,4,puertas_mal,5,26.9,10,10,1,95,normal,2025-01-13 17:00:00
932,Refrigerador,1,hielo_puerta_bien,14,34.4,11,11,1,85,normal,2024-07-15 11:00:00
933,Congelador,2,consumo_alto,2,34.3,8,8,1,93,tecnico,2024-07-20 11:00:00
934,Congelador,2,comp_func_temp_0_10,15,23.1,1,1,1,76,normal,2024-03-23 14:00:00
935,Congelador,2,consumo_alto,6,36.8,8,8,1,93,tecnico,2024-08-29 18:00:00
936,Enfriador Comercial,4,comp_no_ec,10,30.7,3,3,1,90,tecnico,2024-03-23 18:00:00
937,Congelador,2,hielo_bordes,1,23.3,10,10,1,74,normal,2024-12-21 07:00:00
938,Refrigerador,1,hielo_puerta_mala,9,32.1,10,10,1,77,tecnico,2024-03-10 07:00:00
939,Enfriador Comercial,4,comp_func_cond_sucio,8,28.4,8,8,1,92,normal,2025-01-28 20:00:00
940,Aire Acondicionado,3,codigo_error,9,30.5,12,12,1,81,normal,2024-09-01 20:00:00
941,Aire Acondicionado,3,exterior_no_control_no,3,26.0,12,12,1,87,normal,2024-07-07 09:00:00
942,Enfriador Comercial,4,cristales_resist_si,15,27.0,16,3,0,85,normal,2024-01-12 15:00:00
943,Cuarto Frio,5,alarmas,4,32.8,15,15,1,90,tecnico,2024-01-26 13:00:00
944,Cuarto Frio,5,cicla_hielo_no,8,31.4,1,1,1,94,tecnico,2024-03-28 16:00:00
945,Refrigerador,1,escarcha_mucha_ventilador_si,10,20.7,5,5,1,88,normal,2024-03-01 10:00:00
946,Aire Acondicionado,3,exterior_no_control_si,15,32.6,4,9,0,78,normal,2024-09-10 13:00:00
947,Aire Acondicionado,3,gotea_nueva,12,18.4,9,9,1,72,normal,2024-08-02 09:00:00
948,Enfriador Comercial,4,comp_func_cond_sucio,0,21.3,8,3,0,92,normal,2024-05-07 12:00:00
949,Cuarto Frio,5,alarmas,9,32.9,15,15,1,90,tecnico,2024-07-22 17:00:00
950,Aire Acondicionado,3,gotea_nueva,10,31.3,9,4,0,72,normal,2024-10-12 07:00:00
951,Refrigerador,1,compresor_no_voltaje_si,14,25.3,3,3,1,89,normal,2024-11-02 18:00:00
952,Refrigerador,1,escarcha_mucha_ventilador_si,4,29.7,5,5,1,88,normal,2024-07-21 17:00:00
953,Congelador,2,comp_func_temp_mayor_0,16,24.1,3,3,1,96,normal,2024-06-22 14:00:00
954,Aire Acondicionado,3,filtros_limpios_presion_normal,5,27.1,3,3,1,88,normal,2024-02-29 12:00:00
955,Refrigerador,1,escarcha_poca_burbujeo_si,7,32.2,1,1,1,79,normal,2024-05-14 16:00:00
956,Congelador,2,hielo_bordes,5,28.5,10,4,0,74,tecnico,2024-09-08 19:00:00
957,Aire Acondicionado,3,ruido_exterior,12,25.1,3,18,0,89,normal,2024-04-27 09:00:00
958,Refrigerador,1,ruido_vibracion,4,23.0,3,3,1,74,normal,2024-09-10 07:00:00
959,Enfriador Comercial,4,comp_no_ec,19,24.9,3,3,1,90,tecnico,2024-03-16 08:00:00
960,Congelador,2,comp_func_temp_0_10,3,27.3,1,1,1,76,tecnico,2025-01-18 15:00:00
961,Congelador,2,hielo_bordes,13,24.5,10,11,0,74,tecnico,2024-04-02 13:00:00
962,Refrigerador,1,escarcha_poca_burbujeo_no,11,26.3,2,2,1,78,tecnico,2024-01-14 11:00:00
963,Refrigerador,1,compresor_no_voltaje_no,5,30.7,17,17,1,94,normal,2024-08-23 20:00:00
964,Enfriador Comercial,4,cristales_resist_si,8,28.2,16,16,1,85,normal,2024-06-17 07:00:00
965,Cuarto Frio,5,cicla_hielo_no,5,28.2,1,11,0,94,normal,2024-01-25 19:00:00
966,Congelador,2,comp_no,11,22.5,4,4,1,80,normal,2024-11-04 13:00:00
967,Refrigerador,1,compresor_no_voltaje_no,4,29.4,17,17,1,94,normal,2024-04-16 09:00:00
968,Enfriador Comercial,4,cristales_resist_si,4,35.9,16,16,1,85,normal,2024-03-02 11:00:00
969,Enfriador Comercial,4,cristales_resist_si,10,36.6,16,16,1,85,normal,2024-02-19 20:00:00
970,Congelador,2,hielo_bordes,3,24.9,10,10,1,74,normal,2024-05-17 16:00:00
971,Cuarto Frio,5,cicla_hielo_no,1,25.6,1,1,1,94,normal,2024-02-17 07:00:00
972,Cuarto Frio,5,cicla_hielo_si,17,30.8,11,11,1,87,normal,2024-12-31 09:00:00
973,Enfriador Comercial,4,cristales_resist_no,8,25.7,16,16,1,96,tecnico,2024-09-01 11:00:00
974,Aire Acondicionado,3,filtros_sucios,9,28.5,13,13,1,97,normal,2024-08-06 11:00:00
975,Cuarto Frio,5,trabaja_sin_parar_filt_si,7,33.2,14,14,1,86,normal,2024-08-25 17:00:00
976,Cuarto Frio,5,cicla_hielo_si,5,26.6,11,11,1,87,tecnico,2024-01-09 08:00:00
977,Enfriador Comercial,4,comp_func_cond_sucio,11,29.7,8,8,1,92,tecnico,2024-06-09 16:00:00
978,Enfriador Comercial,4,puertas_mal,6,28.0,10,10,1,95,normal,2024-04-05 10:00:00
979,Aire Acondicionado,3,filtros_limpios_presion_normal,10,22.6,3,3,1,88,normal,2024-01-03 13:00:00
980,Refrigerador,1,escarcha_mucha_ventilador_si,3,24.1,5,5,1,88,normal,2024-12-02 18:00:00
981,Cuarto Frio,5,alarmas,7,21.1,15,15,1,90,normal,2024-12-19 17:00:00
982,Enfriador Comercial,4,comp_no_ec,1,21.7,3,3,1,90,normal,2024-01-09 18:00:00
983,Aire Acondicionado,3,filtros_limpios_presion_baja,3,25.6,1,1,1,77,normal,2024-10-02 10:00:00
984,Refrigerador,1,compresor_no_clic_si,11,24.3,4,4,1,90,normal,2024-02-29 09:00:00
985,Aire Acondicionado,3,ruido_interior,16,21.2,18,18,1,92,normal,2024-10-18 20:00:00
986,Enfriador Comercial,4,comp_func_cond_limpio,5,30.4,1,1,1,87,tecnico,2024-08-09 13:00:00
987,Enfriador Comercial,4,puertas_mal,8,27.2,10,10,1,95,normal,2024-09-19 16:00:00
988,Cuarto Frio,5,alarmas,14,14.2,15,15,1,90,normal,2024-02-01 15:00:00
989,Refrigerador,1,compresor_no_voltaje_no,8,26.0,17,17,1,94,tecnico,2024-02-29 14:00:00
990,Cuarto Frio,5,alarmas,5,28.0,15,15,1,90,normal,2024-05-27 18:00:00
991,Aire Acondicionado,3,ruido_interior,5,29.3,18,18,1,92,normal,2024-11-04 20:00:00
992,Enfriador Comercial,4,comp_func_cond_sucio,13,31.8,8,8,1,92,normal,2024-08-01 20:00:00
993,Congelador,2,hielo_evaporador,11,32.1,11,11,1,74,tecnico,2024-12-07 14:00:00
994,Aire Acondicionado,3,filtros_sucios,3,24.4,13,13,1,97,normal,2024-07-31 14:00:00
995,Congelador,2,comp_func_temp_mayor_0,3,29.7,3,3,1,96,normal,2024-03-22 09:00:00
996,Cuarto Frio,5,trabaja_sin_parar_filt_si,11,29.2,14,14,1,86,normal,2024-04-26 08:00:00
997,Cuarto Frio,5,trabaja_sin_parar_filt_no,7,36.0,1,1,1,93,tecnico,2024-10-12 11:00:00
998,Aire Acondicionado,3,ruido_exterior,8,28.7,3,3,1,89,normal,2024-08-12 19:00:00
999,Enfriador Comercial,4,comp_func_cond_limpio,17,30.1,1,1,1,87,normal,2024-10-14 07:00:00
1000,Cuarto Frio,5,trabaja_sin_parar_filt_si,3,23.6,14,14,1,86,normal,2024-07-04 09:00:00
1001,Congelador,2,consumo_alto,6,22.5,8,8,1,93,normal,2024-06-20 20:00:00
1002,Aire Acondicionado,3,filtros_limpios_presion_normal,12,28.8,3,3,1,88,normal,2025-01-28 07:00:00
1003,Aire Acondicionado,3,ruido_interior,5,27.3,18,18,1,92,tecnico,2024-07-03 17:00:00
1004,Aire Acondicionado,3,filtros_sucios,10,28.9,13,13,1,97,tecnico,2024-03-11 19:00:00
1005,Enfriador Comercial,4,cristales_resist_si,14,36.9,16,16,1,85,normal,2024-01-16 14:00:00
1006,Aire Acondicionado,3,filtros_limpios_presion_baja,10,23.1,1,1,1,77,normal,2024-06-22 12:00:00
1007,Enfriador Comercial,4,comp_func_cond_sucio,6,28.1,8,3,0,92,tecnico,2024-01-30 17:00:00
1008,Cuarto Frio,5,cicla_hielo_si,6,29.7,11,14,0,87,tecnico,2024-06-09 12:00:00
1009,Refrigerador,1,compresor_no_clic_si,13,27.3,4,4,1,90,normal,2024-10-05 16:00:00
1010,Cuarto Frio,5,alarmas,6,27.6,15,15,1,90,tecnico,2024-11-28 13:00:00
1011,Aire Acondicionado,3,exterior_no_control_no,1,25.1,12,12,1,87,tecnico,2024-09-23 15:00:00
1012,Congelador,2,comp_func_temp_mayor_0,1,28.1,3,3,1,96,normal,2025-01-22 17:00:00
1013,Aire Acondicionado,3,filtros_limpios_presion_baja,0,30.5,1,1,1,77,tecnico,2025-01-06 13:00:00
1014,Cuarto Frio,5,trabaja_sin_parar_filt_si,10,23.9,14,14,1,86,normal,2024-09-16 12:00:00
1015,Refrigerador,1,escarcha_mucha_ventilador_si,10,33.1,5,5,1,88,normal,2024-06-22 10:00:00
1016,Cuarto Frio,5,consumo_alto_cf,10,27.4,8,11,0,86,normal,2024-05-25 17:00:00
1017,Cuarto Frio,5,alarmas,2,24.3,15,15,1,90,normal,2024-04-08 20:00:00
1018,Congelador,2,hielo_evaporador,1,33.5,11,11,1,74,tecnico,2024-02-11 08:00:00
1019,Refrigerador,1,compresor_no_voltaje_no,13,24.7,17,17,1,94,normal,2024-10-28 15:00:00
1020,Cuarto Frio,5,cicla_hielo_no,13,29.6,1,1,1,94,normal,2024-08-13 18:00:00
1021,Enfriador Comercial,4,puertas_mal,17,30.0,10,10,1,95,tecnico,2024-03-07 18:00:00
1022,Cuarto Frio,5,consumo_alto_cf,2,27.0,8,8,1,86,normal,2025-01-17 09:00:00
1023,Cuarto Frio,5,cicla_hielo_si,14,34.7,11,11,1,87,normal,2024-05-28 07:00:00
1024,Cuarto Frio,5,trabaja_sin_parar_filt_no,2,34.3,1,1,1,93,normal,2024-05-30 14:00:00
1025,Refrigerador,1,gotea,2,29.9,9,5,0,89,tecnico,2024-04-20 09:00:00
1026,Enfriador Comercial,4,comp_func_cond_limpio,2,24.9,1,1,1,87,tecnico,2024-08-01 14:00:00
1027,Cuarto Frio,5,cicla_hielo_si,8,34.7,11,11,1,87,tecnico,2024-11-06 09:00:00
1028,Aire Acondicionado,3,ruido_exterior,9,24.9,3,3,1,89,normal,2024-03-17 20:00:00
1029,Congelador,2,comp_func_temp_0_10,11,26.9,1,1,1,76,normal,2024-10-03 07:00:00
1030,Enfriador Comercial,4,puertas_mal,4,25.5,10,10,1,95,normal,2024-01-13 16:00:00
1031,Congelador,2,hielo_bordes,9,28.0,10,11,0,74,normal,2024-01-28 16:00:00
1032,Cuarto Frio,5,trabaja_sin_parar_filt_no,10,27.7,1,1,1,93,normal,2024-12-03 15:00:00
1033,Aire Acondicionado,3,filtros_limpios_presion_baja,4,31.1,1,13,0,77,normal,2024-09-30 16:00:00
1034,Congelador,2,hielo_evaporador,8,36.2,11,11,1,74,tecnico,2024-06-23 13:00:00
1035,Aire Acondicionado,3,gotea_nueva,0,25.1,9,9,1,72,tecnico,2024-10-04 09:00:00
1036,Congelador,2,comp_func_temp_mayor_0,3,28.3,3,3,1,96,normal,2024-07-27 17:00:00
1037,Aire Acondicionado,3,filtros_limpios_presion_baja,8,28.6,1,1,1,77,normal,2024-06-12 09:00:00
1038,Enfriador Comercial,4,comp_no_ec,4,29.8,3,1,0,90,normal,2024-05-02 19:00:00
1039,Cuarto Frio,5,consumo_alto_cf,4,24.3,8,14,0,86,normal,2024-08-25 15:00:00
1040,Enfriador Comercial,4,comp_func_cond_limpio,7,28.7,1,1,1,87,normal,2024-01-10 11:00:00
1041,Cuarto Frio,5,consumo_alto_cf,9,29.1,8,8,1,86,normal,2024-07-27 14:00:00
1042,Refrigerador,1,hielo_puerta_mala,7,34.1,10,3,0,77,normal,2024-03-27 19:00:00
1043,Aire Acondicionado,3,ruido_exterior,15,33.9,3,18,0,89,tecnico,2024-11-13 11:00:00
1044,Aire Acondicionado,3,filtros_limpios_presion_baja,1,27.8,1,9,0,77,normal,2024-12-14 13:00:00
